Fecha,Estrategia,Rendimiento,Riesgo
2000-10-31,Distressed Securities,-0.73,Alto
2000-10-31,Emerging Markets,-2.56,Alto
2000-10-31,Equity Market Neutral,0.4,Bajo
2000-10-31,Event Driven,-0.68,Medio
2000-10-31,Fixed Income Arbitrage,0.06,Bajo
2000-10-31,Global Macro,-0.24,Alto
2000-10-31,Long/Short Equity,-0.84,Medio
2000-10-31,Merger Arbitrage,0.26,Medio
2000-10-31,Relative Value,-0.04,Bajo
2000-10-31,Short Selling,7.84,Alto
2000-10-31,Funds Of Funds,-1.04,Medio
2000-11-30,Convertible Arbitrage,-0.81,Medio
2000-11-30,CTA Global,4.25,Alto
2000-11-30,Distressed Securities,-2.09,Alto
2000-11-30,Emerging Markets,-3.85,Alto
2000-11-30,Equity Market Neutral,0.45,Bajo
2000-11-30,Event Driven,-1.36,Medio
2000-11-30,Fixed Income Arbitrage,0.66,Bajo
2000-11-30,Global Macro,1.25,Alto
2000-11-30,Long/Short Equity,-1.53,Medio
2000-11-30,Merger Arbitrage,1.02,Medio
2000-11-30,Relative Value,0.06,Bajo
2000-11-30,Short Selling,16.57,Alto
2000-11-30,Funds Of Funds,-2.05,Medio
2000-12-31,Convertible Arbitrage,-0.02,Medio
2000-12-31,CTA Global,6.82,Alto
2000-12-31,Distressed Securities,0.01,Alto
2000-12-31,Emerging Markets,1.16,Alto
2000-12-31,Equity Market Neutral,1.6,Bajo
2000-12-31,Event Driven,1.27,Medio
2000-12-31,Fixed Income Arbitrage,0.48,Bajo
2000-12-31,Global Macro,4.72,Alto
2000-12-31,Long/Short Equity,2.48,Medio
2000-12-31,Merger Arbitrage,1.25,Medio
2000-12-31,Relative Value,0.75,Bajo
2000-12-31,Short Selling,0.63,Alto
2000-12-31,Funds Of Funds,1.33,Medio
2001-01-31,Convertible Arbitrage,3.44,Medio
2001-01-31,CTA Global,0.25,Alto
2001-01-31,Distressed Securities,3.08,Alto
2001-01-31,Emerging Markets,5.86,Alto
2001-01-31,Equity Market Neutral,0.75,Bajo
2001-01-31,Event Driven,2.98,Medio
2001-01-31,Fixed Income Arbitrage,1.63,Bajo
2001-01-31,Global Macro,2.14,Alto
2001-01-31,Long/Short Equity,1.65,Medio
2001-01-31,Merger Arbitrage,1.11,Medio
2001-01-31,Relative Value,3.33,Bajo
2001-01-31,Short Selling,-2.71,Alto
2001-01-31,Funds Of Funds,2.23,Medio
2001-02-28,Convertible Arbitrage,1.82,Medio
2001-02-28,CTA Global,-0.16,Alto
2001-02-28,Distressed Securities,1,Alto
2001-02-28,Emerging Markets,-2.21,Alto
2001-02-28,Equity Market Neutral,1.2,Bajo
2001-02-28,Event Driven,0.45,Medio
2001-02-28,Fixed Income Arbitrage,0.54,Bajo
2001-02-28,Global Macro,-0.72,Alto
2001-02-28,Long/Short Equity,-2.64,Medio
2001-02-28,Merger Arbitrage,0.54,Medio
2001-02-28,Relative Value,0.3,Bajo
2001-02-28,Short Selling,10.21,Alto
2001-02-28,Funds Of Funds,-0.89,Medio
2001-03-31,Convertible Arbitrage,1.62,Medio
2001-03-31,CTA Global,4.38,Alto
2001-03-31,Distressed Securities,-0.37,Alto
2001-03-31,Emerging Markets,-1.75,Alto
2001-03-31,Equity Market Neutral,1.08,Bajo
2001-03-31,Event Driven,-0.42,Medio
2001-03-31,Fixed Income Arbitrage,0.51,Bajo
2001-03-31,Global Macro,0.38,Alto
2001-03-31,Long/Short Equity,-1.99,Medio
2001-03-31,Merger Arbitrage,-0.61,Medio
2001-03-31,Relative Value,-0.11,Bajo
2001-03-31,Short Selling,6.2,Alto
2001-03-31,Funds Of Funds,-0.68,Medio
2001-04-30,Convertible Arbitrage,1.57,Medio
2001-04-30,CTA Global,-3.62,Alto
2001-04-30,Distressed Securities,0.48,Alto
2001-04-30,Emerging Markets,1.14,Alto
2001-04-30,Equity Market Neutral,0.75,Bajo
2001-04-30,Event Driven,1.1,Medio
2001-04-30,Fixed Income Arbitrage,0.94,Bajo
2001-04-30,Global Macro,0.49,Alto
2001-04-30,Long/Short Equity,2.46,Medio
2001-04-30,Merger Arbitrage,0.58,Medio
2001-04-30,Relative Value,1.74,Bajo
2001-04-30,Short Selling,-9.91,Alto
2001-04-30,Funds Of Funds,1.04,Medio
2001-05-31,Convertible Arbitrage,0.33,Medio
2001-05-31,CTA Global,0.81,Alto
2001-05-31,Distressed Securities,2.35,Alto
2001-05-31,Emerging Markets,2.78,Alto
2001-05-31,Equity Market Neutral,0.77,Bajo
2001-05-31,Event Driven,1.85,Medio
2001-05-31,Fixed Income Arbitrage,0.68,Bajo
2001-05-31,Global Macro,0.32,Alto
2001-05-31,Long/Short Equity,0.43,Medio
2001-05-31,Merger Arbitrage,1.61,Medio
2001-05-31,Relative Value,1.41,Bajo
2001-05-31,Short Selling,-1.3,Alto
2001-05-31,Funds Of Funds,0.8,Medio
2001-06-30,Convertible Arbitrage,0.12,Medio
2001-06-30,CTA Global,-0.77,Alto
2001-06-30,Distressed Securities,3.6,Alto
2001-06-30,Emerging Markets,1.6,Alto
2001-06-30,Equity Market Neutral,0.17,Bajo
2001-06-30,Event Driven,0.63,Medio
2001-06-30,Fixed Income Arbitrage,0.17,Bajo
2001-06-30,Global Macro,0.17,Alto
2001-06-30,Long/Short Equity,0.19,Medio
2001-06-30,Merger Arbitrage,-0.87,Medio
2001-06-30,Relative Value,0.19,Bajo
2001-06-30,Short Selling,1.1,Alto
2001-06-30,Funds Of Funds,0.13,Medio
2001-07-31,Convertible Arbitrage,0.91,Medio
2001-07-31,CTA Global,-0.4,Alto
2001-07-31,Distressed Securities,0.73,Alto
2001-07-31,Emerging Markets,-2.86,Alto
2001-07-31,Equity Market Neutral,0.31,Bajo
2001-07-31,Event Driven,0.49,Medio
2001-07-31,Fixed Income Arbitrage,0.54,Bajo
2001-07-31,Global Macro,-0.4,Alto
2001-07-31,Long/Short Equity,-1.44,Medio
2001-07-31,Merger Arbitrage,0.79,Medio
2001-07-31,Relative Value,0.1,Bajo
2001-07-31,Short Selling,3.53,Alto
2001-07-31,Funds Of Funds,-0.4,Medio
2001-08-31,Convertible Arbitrage,1.42,Medio
2001-08-31,CTA Global,1.53,Alto
2001-08-31,Distressed Securities,1.06,Alto
2001-08-31,Emerging Markets,0.3,Alto
2001-08-31,Equity Market Neutral,0.94,Bajo
2001-08-31,Event Driven,0.9,Medio
2001-08-31,Fixed Income Arbitrage,1.05,Bajo
2001-08-31,Global Macro,0.06,Alto
2001-08-31,Long/Short Equity,-0.96,Medio
2001-08-31,Merger Arbitrage,0.99,Medio
2001-08-31,Relative Value,-0.31,Bajo
2001-08-31,Short Selling,7.52,Alto
2001-08-31,Funds Of Funds,0.19,Medio
2001-09-30,Convertible Arbitrage,0.78,Medio
2001-09-30,CTA Global,2.46,Alto
2001-09-30,Distressed Securities,-0.14,Alto
2001-09-30,Emerging Markets,-4.25,Alto
2001-09-30,Equity Market Neutral,0.23,Bajo
2001-09-30,Event Driven,-2.54,Medio
2001-09-30,Fixed Income Arbitrage,-0.13,Bajo
2001-09-30,Global Macro,-0.7,Alto
2001-09-30,Long/Short Equity,-3.48,Medio
2001-09-30,Merger Arbitrage,-2.67,Medio
2001-09-30,Relative Value,-2.21,Bajo
2001-09-30,Short Selling,9.41,Alto
2001-09-30,Funds Of Funds,-1.42,Medio
2001-10-31,Convertible Arbitrage,1.17,Medio
2001-10-31,CTA Global,3.36,Alto
2001-10-31,Distressed Securities,1.03,Alto
2001-10-31,Emerging Markets,2.78,Alto
2001-10-31,Equity Market Neutral,0.58,Bajo
2001-10-31,Event Driven,1.48,Medio
2001-10-31,Fixed Income Arbitrage,1.34,Bajo
2001-10-31,Global Macro,2.08,Alto
2001-10-31,Long/Short Equity,0.99,Medio
2001-10-31,Merger Arbitrage,0.85,Medio
2001-10-31,Relative Value,1.64,Bajo
2001-10-31,Short Selling,-2.98,Alto
2001-10-31,Funds Of Funds,0.95,Medio
2001-11-30,Convertible Arbitrage,0.8,Medio
2001-11-30,CTA Global,-5.43,Alto
2001-11-30,Distressed Securities,0.86,Alto
2001-11-30,Emerging Markets,4.83,Alto
2001-11-30,Equity Market Neutral,0.55,Bajo
2001-11-30,Event Driven,1.05,Medio
2001-11-30,Fixed Income Arbitrage,-0.24,Bajo
2001-11-30,Global Macro,0.21,Alto
2001-11-30,Long/Short Equity,2,Medio
2001-11-30,Merger Arbitrage,0.14,Medio
2001-11-30,Relative Value,1.36,Bajo
2001-11-30,Short Selling,-6.55,Alto
2001-11-30,Funds Of Funds,0.58,Medio
2001-12-31,Convertible Arbitrage,-0.94,Medio
2001-12-31,CTA Global,1.48,Alto
2001-12-31,Distressed Securities,0.15,Alto
2001-12-31,Emerging Markets,4.21,Alto
2001-12-31,Equity Market Neutral,0.56,Bajo
2001-12-31,Event Driven,1.07,Medio
2001-12-31,Fixed Income Arbitrage,0.53,Bajo
2001-12-31,Global Macro,1.38,Alto
2001-12-31,Long/Short Equity,1.8,Medio
2001-12-31,Merger Arbitrage,0.45,Medio
2001-12-31,Relative Value,0.97,Bajo
2001-12-31,Short Selling,-2.51,Alto
2001-12-31,Funds Of Funds,0.99,Medio
2002-01-31,Convertible Arbitrage,1.48,Medio
2002-01-31,CTA Global,-0.72,Alto
2002-01-31,Distressed Securities,1.86,Alto
2002-01-31,Emerging Markets,2.73,Alto
2002-01-31,Equity Market Neutral,0.65,Bajo
2002-01-31,Event Driven,0.78,Medio
2002-01-31,Fixed Income Arbitrage,0.86,Bajo
2002-01-31,Global Macro,0.69,Alto
2002-01-31,Long/Short Equity,-0.37,Medio
2002-01-31,Merger Arbitrage,0.77,Medio
2002-01-31,Relative Value,0.97,Bajo
2002-01-31,Short Selling,3.43,Alto
2002-01-31,Funds Of Funds,0.3,Medio
2002-02-28,Convertible Arbitrage,-0.49,Medio
2002-02-28,CTA Global,-2.02,Alto
2002-02-28,Distressed Securities,-0.33,Alto
2002-02-28,Emerging Markets,1.81,Alto
2002-02-28,Equity Market Neutral,-0.07,Bajo
2002-02-28,Event Driven,-0.71,Medio
2002-02-28,Fixed Income Arbitrage,0.56,Bajo
2002-02-28,Global Macro,-0.35,Alto
2002-02-28,Long/Short Equity,-1.23,Medio
2002-02-28,Merger Arbitrage,-0.44,Medio
2002-02-28,Relative Value,-0.11,Bajo
2002-02-28,Short Selling,3.9,Alto
2002-02-28,Funds Of Funds,-0.15,Medio
2002-03-31,Convertible Arbitrage,0.53,Medio
2002-03-31,CTA Global,0.09,Alto
2002-03-31,Distressed Securities,0.52,Alto
2002-03-31,Emerging Markets,3.31,Alto
2002-03-31,Equity Market Neutral,0.47,Bajo
2002-03-31,Event Driven,1.53,Medio
2002-03-31,Fixed Income Arbitrage,0.45,Bajo
2002-03-31,Global Macro,0.64,Alto
2002-03-31,Long/Short Equity,1.55,Medio
2002-03-31,Merger Arbitrage,0.73,Medio
2002-03-31,Relative Value,1.45,Bajo
2002-03-31,Short Selling,-4.46,Alto
2002-03-31,Funds Of Funds,0.9,Medio
2002-04-30,Convertible Arbitrage,0.96,Medio
2002-04-30,CTA Global,-1.04,Alto
2002-04-30,Distressed Securities,1.39,Alto
2002-04-30,Emerging Markets,1.44,Alto
2002-04-30,Equity Market Neutral,0.76,Bajo
2002-04-30,Event Driven,0.46,Medio
2002-04-30,Fixed Income Arbitrage,1.13,Bajo
2002-04-30,Global Macro,0.98,Alto
2002-04-30,Long/Short Equity,-0.42,Medio
2002-04-30,Merger Arbitrage,-0.13,Medio
2002-04-30,Relative Value,0.7,Bajo
2002-04-30,Short Selling,4.83,Alto
2002-04-30,Funds Of Funds,0.52,Medio
2002-05-31,Convertible Arbitrage,0.33,Medio
2002-05-31,CTA Global,2.7,Alto
2002-05-31,Distressed Securities,0.91,Alto
2002-05-31,Emerging Markets,0.01,Alto
2002-05-31,Equity Market Neutral,0.53,Bajo
2002-05-31,Event Driven,0.01,Medio
2002-05-31,Fixed Income Arbitrage,0.99,Bajo
2002-05-31,Global Macro,1.23,Alto
2002-05-31,Long/Short Equity,-0.34,Medio
2002-05-31,Merger Arbitrage,0,Medio
2002-05-31,Relative Value,0.31,Bajo
2002-05-31,Short Selling,3.46,Alto
2002-05-31,Funds Of Funds,0.5,Medio
2002-06-30,Convertible Arbitrage,0.04,Medio
2002-06-30,CTA Global,6.55,Alto
2002-06-30,Distressed Securities,-1.17,Alto
2002-06-30,Emerging Markets,-2.92,Alto
2002-06-30,Equity Market Neutral,0.22,Bajo
2002-06-30,Event Driven,-2.83,Medio
2002-06-30,Fixed Income Arbitrage,0.69,Bajo
2002-06-30,Global Macro,-0.22,Alto
2002-06-30,Long/Short Equity,-2.49,Medio
2002-06-30,Merger Arbitrage,-1.7,Medio
2002-06-30,Relative Value,-1.07,Bajo
2002-06-30,Short Selling,5.48,Alto
2002-06-30,Funds Of Funds,-0.95,Medio
2002-07-31,Convertible Arbitrage,-1.59,Medio
2002-07-31,CTA Global,4.13,Alto
2002-07-31,Distressed Securities,-1.33,Alto
2002-07-31,Emerging Markets,-3.09,Alto
2002-07-31,Equity Market Neutral,-0.13,Bajo
2002-07-31,Event Driven,-3,Medio
2002-07-31,Fixed Income Arbitrage,0.57,Bajo
2002-07-31,Global Macro,-0.78,Alto
2002-07-31,Long/Short Equity,-3.89,Medio
2002-07-31,Merger Arbitrage,-1.74,Medio
2002-07-31,Relative Value,-1.85,Bajo
2002-07-31,Short Selling,6.44,Alto
2002-07-31,Funds Of Funds,-1.4,Medio
2002-08-31,Convertible Arbitrage,0.5,Medio
2002-08-31,CTA Global,2.2,Alto
2002-08-31,Distressed Securities,0.09,Alto
2002-08-31,Emerging Markets,1.19,Alto
2002-08-31,Equity Market Neutral,0.69,Bajo
2002-08-31,Event Driven,0.6,Medio
2002-08-31,Fixed Income Arbitrage,0.97,Bajo
2002-08-31,Global Macro,0.63,Alto
2002-08-31,Long/Short Equity,0.41,Medio
2002-08-31,Merger Arbitrage,0.61,Medio
2002-08-31,Relative Value,0.58,Bajo
2002-08-31,Short Selling,0.15,Alto
2002-08-31,Funds Of Funds,0.37,Medio
2002-09-30,Convertible Arbitrage,1.46,Medio
2002-09-30,CTA Global,2.84,Alto
2002-09-30,Distressed Securities,-0.44,Alto
2002-09-30,Emerging Markets,-2.52,Alto
2002-09-30,Equity Market Neutral,0.15,Bajo
2002-09-30,Event Driven,-0.7,Medio
2002-09-30,Fixed Income Arbitrage,-0.33,Bajo
2002-09-30,Global Macro,0.54,Alto
2002-09-30,Long/Short Equity,-1.6,Medio
2002-09-30,Merger Arbitrage,-0.28,Medio
2002-09-30,Relative Value,-1.1,Bajo
2002-09-30,Short Selling,7.31,Alto
2002-09-30,Funds Of Funds,-0.33,Medio
2002-10-31,Convertible Arbitrage,1.04,Medio
2002-10-31,CTA Global,-3.76,Alto
2002-10-31,Distressed Securities,-0.31,Alto
2002-10-31,Emerging Markets,1.54,Alto
2002-10-31,Equity Market Neutral,0.16,Bajo
2002-10-31,Event Driven,0.31,Medio
2002-10-31,Fixed Income Arbitrage,-0.63,Bajo
2002-10-31,Global Macro,-0.86,Alto
2002-10-31,Long/Short Equity,1.23,Medio
2002-10-31,Merger Arbitrage,0.32,Medio
2002-10-31,Relative Value,0.84,Bajo
2002-10-31,Short Selling,-4.05,Alto
2002-10-31,Funds Of Funds,-0.31,Medio
2002-11-30,Convertible Arbitrage,2.51,Medio
2002-11-30,CTA Global,-1.64,Alto
2002-11-30,Distressed Securities,2.39,Alto
2002-11-30,Emerging Markets,1.9,Alto
2002-11-30,Equity Market Neutral,0.25,Bajo
2002-11-30,Event Driven,2.16,Medio
2002-11-30,Fixed Income Arbitrage,0.54,Bajo
2002-11-30,Global Macro,0.47,Alto
2002-11-30,Long/Short Equity,2.24,Medio
2002-11-30,Merger Arbitrage,0.54,Medio
2002-11-30,Relative Value,1.85,Bajo
2002-11-30,Short Selling,-5.47,Alto
2002-11-30,Funds Of Funds,1.06,Medio
2002-12-31,Convertible Arbitrage,1.57,Medio
2002-12-31,CTA Global,4.89,Alto
2002-12-31,Distressed Securities,2.22,Alto
2002-12-31,Emerging Markets,0.48,Alto
2002-12-31,Equity Market Neutral,0.94,Bajo
2002-12-31,Event Driven,0.44,Medio
2002-12-31,Fixed Income Arbitrage,1.53,Bajo
2002-12-31,Global Macro,1.92,Alto
2002-12-31,Long/Short Equity,-1.49,Medio
2002-12-31,Merger Arbitrage,0.46,Medio
2002-12-31,Relative Value,0.23,Bajo
2002-12-31,Short Selling,4.43,Alto
2002-12-31,Funds Of Funds,0.77,Medio
2003-01-31,Convertible Arbitrage,2.83,Medio
2003-01-31,CTA Global,4.41,Alto
2003-01-31,Distressed Securities,2.43,Alto
2003-01-31,Emerging Markets,0.12,Alto
2003-01-31,Equity Market Neutral,0.83,Bajo
2003-01-31,Event Driven,1.54,Medio
2003-01-31,Fixed Income Arbitrage,1.06,Bajo
2003-01-31,Global Macro,1.82,Alto
2003-01-31,Long/Short Equity,0.05,Medio
2003-01-31,Merger Arbitrage,0.4,Medio
2003-01-31,Relative Value,0.67,Bajo
2003-01-31,Short Selling,1.62,Alto
2003-01-31,Funds Of Funds,0.72,Medio
2003-02-28,Convertible Arbitrage,1.33,Medio
2003-02-28,CTA Global,4.02,Alto
2003-02-28,Distressed Securities,0.92,Alto
2003-02-28,Emerging Markets,0.84,Alto
2003-02-28,Equity Market Neutral,0.24,Bajo
2003-02-28,Event Driven,0.26,Medio
2003-02-28,Fixed Income Arbitrage,0.79,Bajo
2003-02-28,Global Macro,1.66,Alto
2003-02-28,Long/Short Equity,-0.37,Medio
2003-02-28,Merger Arbitrage,0.18,Medio
2003-02-28,Relative Value,-0.04,Bajo
2003-02-28,Short Selling,1.3,Alto
2003-02-28,Funds Of Funds,0.31,Medio
2003-03-31,Convertible Arbitrage,0.89,Medio
2003-03-31,CTA Global,-4.45,Alto
2003-03-31,Distressed Securities,1.13,Alto
2003-03-31,Emerging Markets,0.19,Alto
2003-03-31,Equity Market Neutral,0.15,Bajo
2003-03-31,Event Driven,0.83,Medio
2003-03-31,Fixed Income Arbitrage,0.19,Bajo
2003-03-31,Global Macro,-1.22,Alto
2003-03-31,Long/Short Equity,0.2,Medio
2003-03-31,Merger Arbitrage,-0.07,Medio
2003-03-31,Relative Value,0.49,Bajo
2003-03-31,Short Selling,-0.75,Alto
2003-03-31,Funds Of Funds,-0.04,Medio
2003-04-30,Convertible Arbitrage,1.5,Medio
2003-04-30,CTA Global,0.65,Alto
2003-04-30,Distressed Securities,3.45,Alto
2003-04-30,Emerging Markets,4.5,Alto
2003-04-30,Equity Market Neutral,0.31,Bajo
2003-04-30,Event Driven,2.72,Medio
2003-04-30,Fixed Income Arbitrage,0.91,Bajo
2003-04-30,Global Macro,1.17,Alto
2003-04-30,Long/Short Equity,2.98,Medio
2003-04-30,Merger Arbitrage,0.99,Medio
2003-04-30,Relative Value,1.86,Bajo
2003-04-30,Short Selling,-6.56,Alto
2003-04-30,Funds Of Funds,1.34,Medio
2003-05-31,Convertible Arbitrage,1.36,Medio
2003-05-31,CTA Global,4.9,Alto
2003-05-31,Distressed Securities,2.7,Alto
2003-05-31,Emerging Markets,4.33,Alto
2003-05-31,Equity Market Neutral,1.07,Bajo
2003-05-31,Event Driven,3.01,Medio
2003-05-31,Fixed Income Arbitrage,2.07,Bajo
2003-05-31,Global Macro,3.97,Alto
2003-05-31,Long/Short Equity,3.62,Medio
2003-05-31,Merger Arbitrage,1.54,Medio
2003-05-31,Relative Value,2.12,Bajo
2003-05-31,Short Selling,-4.99,Alto
2003-05-31,Funds Of Funds,2.05,Medio
2003-06-30,Convertible Arbitrage,-0.58,Medio
2003-06-30,CTA Global,-1.92,Alto
2003-06-30,Distressed Securities,2.67,Alto
2003-06-30,Emerging Markets,2.68,Alto
2003-06-30,Equity Market Neutral,0.34,Bajo
2003-06-30,Event Driven,1.81,Medio
2003-06-30,Fixed Income Arbitrage,0.44,Bajo
2003-06-30,Global Macro,0.56,Alto
2003-06-30,Long/Short Equity,1.28,Medio
2003-06-30,Merger Arbitrage,0.48,Medio
2003-06-30,Relative Value,0.71,Bajo
2003-06-30,Short Selling,-1.62,Alto
2003-06-30,Funds Of Funds,0.68,Medio
2003-07-31,Convertible Arbitrage,-0.72,Medio
2003-07-31,CTA Global,-1.71,Alto
2003-07-31,Distressed Securities,1.17,Alto
2003-07-31,Emerging Markets,1.04,Alto
2003-07-31,Equity Market Neutral,-0.06,Bajo
2003-07-31,Event Driven,1.19,Medio
2003-07-31,Fixed Income Arbitrage,-0.92,Bajo
2003-07-31,Global Macro,-0.35,Alto
2003-07-31,Long/Short Equity,1.18,Medio
2003-07-31,Merger Arbitrage,0.53,Medio
2003-07-31,Relative Value,0.41,Bajo
2003-07-31,Short Selling,-3.61,Alto
2003-07-31,Funds Of Funds,0.25,Medio
2003-08-31,Convertible Arbitrage,-0.87,Medio
2003-08-31,CTA Global,0.78,Alto
2003-08-31,Distressed Securities,1.37,Alto
2003-08-31,Emerging Markets,3.74,Alto
2003-08-31,Equity Market Neutral,0.31,Bajo
2003-08-31,Event Driven,1.33,Medio
2003-08-31,Fixed Income Arbitrage,0.43,Bajo
2003-08-31,Global Macro,2.02,Alto
2003-08-31,Long/Short Equity,1.79,Medio
2003-08-31,Merger Arbitrage,0.7,Medio
2003-08-31,Relative Value,0.58,Bajo
2003-08-31,Short Selling,-3.54,Alto
2003-08-31,Funds Of Funds,0.78,Medio
2003-09-30,Convertible Arbitrage,1.71,Medio
2003-09-30,CTA Global,-0.19,Alto
2003-09-30,Distressed Securities,2.42,Alto
2003-09-30,Emerging Markets,2.64,Alto
2003-09-30,Equity Market Neutral,0.78,Bajo
2003-09-30,Event Driven,1.33,Medio
2003-09-30,Fixed Income Arbitrage,1.05,Bajo
2003-09-30,Global Macro,2.15,Alto
2003-09-30,Long/Short Equity,0.94,Medio
2003-09-30,Merger Arbitrage,0.77,Medio
2003-09-30,Relative Value,0.86,Bajo
2003-09-30,Short Selling,1.36,Alto
2003-09-30,Funds Of Funds,1.21,Medio
2003-10-31,Convertible Arbitrage,1.46,Medio
2003-10-31,CTA Global,1.04,Alto
2003-10-31,Distressed Securities,2.67,Alto
2003-10-31,Emerging Markets,2.59,Alto
2003-10-31,Equity Market Neutral,1.15,Bajo
2003-10-31,Event Driven,1.91,Medio
2003-10-31,Fixed Income Arbitrage,0.35,Bajo
2003-10-31,Global Macro,1.11,Alto
2003-10-31,Long/Short Equity,2.99,Medio
2003-10-31,Merger Arbitrage,1.11,Medio
2003-10-31,Relative Value,1.59,Bajo
2003-10-31,Short Selling,-6.56,Alto
2003-10-31,Funds Of Funds,1.52,Medio
2003-11-30,Convertible Arbitrage,0.92,Medio
2003-11-30,CTA Global,0.18,Alto
2003-11-30,Distressed Securities,1.54,Alto
2003-11-30,Emerging Markets,0.96,Alto
2003-11-30,Equity Market Neutral,0.46,Bajo
2003-11-30,Event Driven,1.16,Medio
2003-11-30,Fixed Income Arbitrage,0.69,Bajo
2003-11-30,Global Macro,0.31,Alto
2003-11-30,Long/Short Equity,1.3,Medio
2003-11-30,Merger Arbitrage,0.44,Medio
2003-11-30,Relative Value,1.02,Bajo
2003-11-30,Short Selling,-1.36,Alto
2003-11-30,Funds Of Funds,0.7,Medio
2003-12-31,Convertible Arbitrage,0.54,Medio
2003-12-31,CTA Global,3.81,Alto
2003-12-31,Distressed Securities,1.98,Alto
2003-12-31,Emerging Markets,4.03,Alto
2003-12-31,Equity Market Neutral,0.54,Bajo
2003-12-31,Event Driven,1.72,Medio
2003-12-31,Fixed Income Arbitrage,1.01,Bajo
2003-12-31,Global Macro,2.93,Alto
2003-12-31,Long/Short Equity,1.91,Medio
2003-12-31,Merger Arbitrage,0.98,Medio
2003-12-31,Relative Value,1.27,Bajo
2003-12-31,Short Selling,-1.78,Alto
2003-12-31,Funds Of Funds,1.39,Medio
2004-01-31,Convertible Arbitrage,1.19,Medio
2004-01-31,CTA Global,1.99,Alto
2004-01-31,Distressed Securities,3.01,Alto
2004-01-31,Emerging Markets,2.51,Alto
2004-01-31,Equity Market Neutral,1.09,Bajo
2004-01-31,Event Driven,2.34,Medio
2004-01-31,Fixed Income Arbitrage,0.92,Bajo
2004-01-31,Global Macro,1.17,Alto
2004-01-31,Long/Short Equity,1.92,Medio
2004-01-31,Merger Arbitrage,0.97,Medio
2004-01-31,Relative Value,1.46,Bajo
2004-01-31,Short Selling,-0.9,Alto
2004-01-31,Funds Of Funds,1.56,Medio
2004-02-29,Convertible Arbitrage,0.17,Medio
2004-02-29,CTA Global,5.29,Alto
2004-02-29,Distressed Securities,0.75,Alto
2004-02-29,Emerging Markets,2.53,Alto
2004-02-29,Equity Market Neutral,0.63,Bajo
2004-02-29,Event Driven,1.13,Medio
2004-02-29,Fixed Income Arbitrage,0.84,Bajo
2004-02-29,Global Macro,1.5,Alto
2004-02-29,Long/Short Equity,1.23,Medio
2004-02-29,Merger Arbitrage,0.51,Medio
2004-02-29,Relative Value,0.57,Bajo
2004-02-29,Short Selling,0.18,Alto
2004-02-29,Funds Of Funds,1.11,Medio
2004-03-31,Convertible Arbitrage,0.61,Medio
2004-03-31,CTA Global,-0.51,Alto
2004-03-31,Distressed Securities,0.46,Alto
2004-03-31,Emerging Markets,1.72,Alto
2004-03-31,Equity Market Neutral,0.32,Bajo
2004-03-31,Event Driven,0.16,Medio
2004-03-31,Fixed Income Arbitrage,0.03,Bajo
2004-03-31,Global Macro,0.64,Alto
2004-03-31,Long/Short Equity,0.41,Medio
2004-03-31,Merger Arbitrage,0.17,Medio
2004-03-31,Relative Value,0.38,Bajo
2004-03-31,Short Selling,-1.48,Alto
2004-03-31,Funds Of Funds,0.43,Medio
2004-04-30,Convertible Arbitrage,0.2,Medio
2004-04-30,CTA Global,-5.32,Alto
2004-04-30,Distressed Securities,0.93,Alto
2004-04-30,Emerging Markets,-2.52,Alto
2004-04-30,Equity Market Neutral,-0.82,Bajo
2004-04-30,Event Driven,0.02,Medio
2004-04-30,Fixed Income Arbitrage,0.62,Bajo
2004-04-30,Global Macro,-1.78,Alto
2004-04-30,Long/Short Equity,-1.65,Medio
2004-04-30,Merger Arbitrage,-0.39,Medio
2004-04-30,Relative Value,-0.45,Bajo
2004-04-30,Short Selling,3.84,Alto
2004-04-30,Funds Of Funds,-0.68,Medio
2004-05-31,Convertible Arbitrage,-1.28,Medio
2004-05-31,CTA Global,-1.18,Alto
2004-05-31,Distressed Securities,-0.1,Alto
2004-05-31,Emerging Markets,-1.81,Alto
2004-05-31,Equity Market Neutral,0.24,Bajo
2004-05-31,Event Driven,-0.23,Medio
2004-05-31,Fixed Income Arbitrage,0.4,Bajo
2004-05-31,Global Macro,-0.81,Alto
2004-05-31,Long/Short Equity,-0.35,Medio
2004-05-31,Merger Arbitrage,0,Medio
2004-05-31,Relative Value,-0.37,Bajo
2004-05-31,Short Selling,-0.24,Alto
2004-05-31,Funds Of Funds,-0.82,Medio
2004-06-30,Convertible Arbitrage,-1.06,Medio
2004-06-30,CTA Global,-3.16,Alto
2004-06-30,Distressed Securities,2.02,Alto
2004-06-30,Emerging Markets,0.2,Alto
2004-06-30,Equity Market Neutral,0.42,Bajo
2004-06-30,Event Driven,1.13,Medio
2004-06-30,Fixed Income Arbitrage,0.55,Bajo
2004-06-30,Global Macro,-0.19,Alto
2004-06-30,Long/Short Equity,0.91,Medio
2004-06-30,Merger Arbitrage,0.17,Medio
2004-06-30,Relative Value,0.22,Bajo
2004-06-30,Short Selling,-0.51,Alto
2004-06-30,Funds Of Funds,0.34,Medio
2004-07-31,Convertible Arbitrage,0.13,Medio
2004-07-31,CTA Global,-1.19,Alto
2004-07-31,Distressed Securities,0.19,Alto
2004-07-31,Emerging Markets,-0.27,Alto
